RecordID,Restaurant Name,City,Entrée Description
24028,Cabo Mexican Restaurant,Las Vegas,"crispy fried corn tortillas filled with your choice of seasoned ground beef, shredded chicken or shredded beef topped with lettuce,  tomatoes and mexican cheeses"
24029,Cabo Mexican Restaurant,Las Vegas,"crisp chilled lettuce cups with grilled marinated chicken, avocado, tomato,  red bell pepper, sliced red jalapeno,  oaxacan and monterey jack cheeses"
24030,Cabo Mexican Restaurant,Las Vegas,"breaded rock shrimp with rice,  shredded lettuce, spicy salsa blanca,  pico de gallo and avocado. wrapped in a soft flour tortilla"
24032,Taco & Burrito House,Chicago,"two soft shell or hard shell tacos with your choice of meat topped with lettuce, cheese, sour cream, tomatoes and hot sauce, served with rice and beans."
24058,Habanero's Grill & Cantina,Fort Worth,hot and juicy slow cooked all night brisket served mexico style on corn or flour tortillas with pico de gallo and fresh lime wedges for that authentic taste
24059,Habanero's Grill & Cantina,Fort Worth,"two crispy corn tortillas filled with seasoned ground beef or shredded chicken with lettuce, tomatoes and shredded colby cheese served with spanish rice and beans"
24060,Habanero's Grill & Cantina,Fort Worth,"two soft corn tacos filled with marinated and grilled tilapia, red cabbage pico de gallo served with spanish rice and refried beans"
24061,Habanero's Grill & Cantina,Fort Worth,two flour grilled tortillas filled with sizzling grilled beef or chicken fajitas and melted monterrey jack cheese served with spanish rice and refried beans
24062,Habanero's Grill & Cantina,Fort Worth,"two fried puffed corn tortillas filled with seasoned ground beef or shredded chicken, lettuce, tomatoes, sprinkled with colby cheese and a scoop of sour cream and guacamole"
24065,"Hook, Line & Sinker Seafood",Oxnard,"taco is soft shell, 6 inch flour or corn tortilla, charbroiled or fried fish, topped with cabbage, cheese, pico de gallo and sour cream sauce."
24066,"Hook, Line & Sinker Seafood",Oxnard,"taco is soft shell, 6 inch flour or corn tortilla, charbroiled, topped with cabbage, cheese, pico de gallo and sour cream sauce."
24069,Avatars Punjabi Burrito,Larkspur,"wrapped in whole wheat indian bread and includes fresh curried garbanzo beans, basmati rice, fresh herb salsa, seasonal fruit chutney, carrot pickle, non-fat yogurt and tamarind sauce."
24080,La Montana Mexican Restaurant,Steamboat Springs,"3 mini tacos filled with ancho chili bbq duck confit, dusted with cotija cheese. accompanied with granny smith apple chutney, fresh anaheim coulis and mulatto red pepper hot sauce"
24120,The Steelhead Bar And Grille,Spokane,"choice of chicken or steak in three flour tortillas with shredded lettuce and cheddar cheese. served with rice, salsa, sour cream and guacamole"
24122,Paradiso 37,Orlando,"flour tortilla, sauteed seasonal vegetables, p37 cheese, fire roasted tomato con queso, cilantro rice, chorizo charro beans"
24123,Saz's State House,Milwaukee,"seven layer taco dip with olives, lettuce, tomatoes, onions and bell peppers. topped with cheese and served with homemade chips"
24126,Milwaukee Grill Inc,Janesville,"grilled or blackened mahi mahi fillet served in grilled flour tortillas with shredded cabbage, tomato relish, chipotle cream, avocado and fresh lime."
24127,Milwaukee Grill Inc,Janesville,"grilled or blackened shrimp served in grilled flour tortillas with shredded cabbage, tomato relish, chipotle cream, avocado and fresh lime."
24129,Bean Cafe,Las Cruces,only available on weekends before we run out. pork shoulder braised for so many hours and then left (to become the amazing porky goodness that is carnitas) in a bacon fat bath for a very very long time.
24134,Ricky's Mexican Cafe,Oklahoma City,"a large flour tortilla stuffed with shredded beef or chicken, ranchera sauce and cheese, served with sour cream, lettuce, tomatoes and refried beans"
24136,Yesterday's,Newport,"mahi in a light panko crust, fried golden brown, served on grilled tortillas with fresh tropical fruit chipotle aioli, cabbage, fresh lime and cilantro"
24137,Yesterday's,Newport,"fresh farm-raised salmon marinated, grilled in orange bbq sauce and served on a warm flour tortillas topped with red cabbage slaw and garnished with smoked chili sauce and fresh cilantro."
24147,Old Boys' Brewhouse,Spring Lake,"a flour tortilla stuffed with obbs own berrizo or chicken and salsa topped with diced tomato, red onion, lettuce, burrito sauce and cheddar cheese, served with sour cream, obbs own salsa and fiesta rice. vegetarian available on request. try the ipa"
24148,Old Boys' Brewhouse,Spring Lake,"lettuce, tomato, cilantro, crumbled farm cheese, braised pork belly, and chili onion pineapple relish with flour tortilla shells."
24153,Hula Hut,Little Elm,we cook our pork overnight in a mix of spices and shiner bock beer to bring you the most tender pork ever. sauteed with salsa fresca and golden pineapple. served open-faced on corn tortillas and topped with fresh onion and cilantro. garnished with our tex-mex setup and hatch green chile sauce on the side
24174,Tito's Mexican Restaurant,San Leandro,"filled with a medley of mixed vegetables, whole beans, rice, lettuce, tomatoes, guacamole, sour cream and pico de gallo"
24186,Black & White Grill,Spencer,"mixed greens with fresh tomato, red onion, cucumbers, sliced olives and cheddar cheese topped with spicy seasoned chicken and crispy tortilla strips with salsa and sour cream"
24191,Grizzly Creek Restaurant,Keystone,"a soft flour tortilla filled with seasoned beef. retried beans, lettuce, fresh salsa, and cheddar jack cheese. topped with chil verde and sour cream."
24192,Grizzly Creek Restaurant,Keystone,"two corn tortillas filled with fried mahi. stuffed with lettuce, tomatoes, and cheddar jack cheese. served with sour cream and fresh salsa."
24214,Salsa Cocina Mexicana,Memphis,"flour tortilla filled with grilled steak, refried beans, cheese and salsa ranchero. served with rice and salad garnish"
24215,Salsa Cocina Mexicana,Memphis,"two tacos with choice of beef, pork or chicken with corn tortillas, salsa verde, onion and cilantro. served with rice and frijoles charros"
24234,The Wild Mushroom,Fort Worth,"fresh crawfish tail meat sauted with roasted red peppers, mushrooms, and garlic tossed in a spicy tomato cream sauce then wrapped in a flour tortilla"
24235,The Wild Mushroom,Fort Worth,"tender pieces of chicken breast sauted with garlic and mushrooms, then bathed in a stroganoffstyle cream sauce laden with peas, pepper, and a slight tang of lemon all wrapped with fontina cheese in a flour tortilla"
24256,Lobster West,Encinitas,free-range scrambled eggs. cheese. breakfast potatoes. avocado and salsa fresca in an organic whole wheat chapati
24257,Lobster West,Encinitas,chicken in a ranchero salsa on organic non-gmo corn tortillas with cheese topped with shredded lettuce. with chips and salsa
24258,Lobster West,Encinitas,"fish fillet sauteed in ranchero salsa on organic non-gmo corn tortillas with cheese, shredded carrot, cabbage and lime with chips and salsa"
24259,Lobster West,Encinitas,"sauteed veggies, pinto beans and organic rice wrapped in a whole wheat chapati topped with ranchero sauce, cheese sour cream and guacamole. with salad garnish. sub soy cheese, omit sour cream sub soy cheese."
24260,Lobster West,Encinitas,"organic soy tempeh in ranchero sauce on organic non-gmo corn tortillas with cheese, shredded lettuce and sprouts, with chips and salsa"
24261,Lobster West,Encinitas,"tofu scramble, vegan cheese, breakfast potatoes, avocado and salsa fresca in an organic whole wheat chapati."
24262,Bake's Place,Bellevue,"braised beef short rib, cilantro lime rice, cumin black beans, vegetables, roasted poblano cream sauce, oaxacan cheese"
24267,Shea's Riverside Restaurant & Bar,Essex,"grilled or blackened mahi mahi or chicken, avocado, cilantro sour cream, black bean corn salsa, chipotle slaw, warm flour tortilla."
24268,Shea's Riverside Restaurant & Bar,Essex,"grilled tempeh, avocado, cilantro sour cream, black bean corn salsa, chipotle slaw in a warm flour tortilla."
24269,Shea's Riverside Restaurant & Bar,Essex,"shrimp or chicken, rice and black beans, pico de gallo, grilled corn and pepper jack cheese wrapped in a flour tortilla."
24273,The Roost Restaurant,Fishers,"scrambled eggs wrapped in a warm tortilla with cheddar and mozzarella, fresh salsa, and bacon, ham, chorizo, or sausage. served with your choice of hash browns, cornbread casserole, or fresh fruit."
24287,Speakeasy - Baltimore,Baltimore,"scrambled eggs, sausage, tomatoes, spicy jack and cheddar cheeses wrapped in a flour tortilla with breakfast potatoes"
24288,Donita's Cantina,Crested Butte,"filled with cheese and your choice of chicken, pulled pork, shredded or ground beef, spinach, imitation crabmeat, veggie"
24290,Donita's Cantina,Crested Butte,"filled with cheese and your choice of beans, chicken, pulled pork, shredded or ground beef. served with rice and beans"
24291,Donita's Cantina,Crested Butte,"crispy-corn or flour taco filled with cheese and your choice of chicken, pulled pork, shredded or ground beef. served with rice and beans"
24293,AndalÃ© Mexican Restaurant,Piedmont,"your choice of carne asada, al pastor, mesquite chicken, carnitas,  guajillo chicken or chile verde in a flour tortilla with pinto beans,  rice and salsa. served with salad and homemade tortilla chips."
24294,AndalÃ© Mexican Restaurant,Piedmont,"beer battered red snapper with black beans, cilantro rice and spicy  cabbage in a flour tortilla covered with roasted tomato salsa."
24296,AndalÃ© Mexican Restaurant,Piedmont,"chipotle chicken cooked with onions. served in a chipotle tortilla with black beans and cilantro rice. topped with chipotle sauce,  mexican cheese, onions and sour cream."
24300,AndalÃ© Mexican Restaurant,Piedmont,"filled with mesquite chicken, romaine lettuce, pinto beans and rice.  crowned with guacamole and ajillo jumbo shrimp."
24304,AndalÃ© Mexican Restaurant,Piedmont,"your choice of carne asada, al pastor, mesquite chicken, carnitas,  guajillo chicken or chile verde with pinto beans, rice, guacamole,  sour cream, cheese and salsa ranchera in a flour tortilla. served with salad and homemade tortilla chips."
24305,AndalÃ© Mexican Restaurant,Piedmont,"soft corn tortillas with your choice of carne asada, al pastor, mesquite  chicken or carnitas. served with onions, and cilantro. with salsa verde and pintos on the side."
24310,Galletto Bar & Grill,Westlake Village,"flower tortilla wrap with skirt steak, black beans, salsa campanha, sour cream and guacamole sauce, served with ceasar salad or roasted potatoes"
24317,The Egg & Us,Issaquah,"scrambled eggs, green chilies, green onions, diced tomatoes, black beans topped with salsa and cheddar cheese"
24318,Pelican Brewing Company,Pacific City,"spinach tortilla stuffed with three eggs, blackened potatoes, green onion, spinach, chorizo sausage, and tillamook pepperjack. served with pico de gallo, sour cream, and fresh fruit bowl."
24325,Waterfront Bar and Grille,Marina Del Rey,"warm flour tortilla filled with scrambled eggs, your choice of bacon, chorizo, sausage or ham, bell peppers, cheddar cheese, home style potatoes and mild salsa on the side"
24329,Genuine Yum Cafe,Orlando,"ground beef with lettuce, tomato, onions, shredded cheddar cheese, salsa, sour cream, soft and hard taco shells, mexi yellow rice, a salad of choice, cookies and brownies, and set ups."
24330,Genuine Yum Cafe,Orlando,"seasoned shredded chicken with lettuce, tomato, onions, shredded cheddar cheese, salsa, sour cream, soft and hard taco shells, mexi yellow rice, a salad of choice, cookies and brownies, and set ups."
24331,Genuine Yum Cafe,Orlando,"all white fish grilled, lightly blackened and seasoned with lime zest. served with flour tortillas, tarter sauce and chunky corn salsa. meal also includes salad of choice, cookies and brownies and set ups."
24353,Wooden Nickel Pub Inc,Valdosta,"our homemade chili, lettuce, cheddar cheese, tomatoes, corn chips, served with salsa and taziki sauce. full or half"
24360,Point Pinos Grill,Pacific Grove,"scrambled eggs, chorizo, black beans, breakfast potatoes, jack cheese, pico de gallo, guajillo and tomatillo salsa"
24374,Maya Cocina,Scarsdale,"homemade flour tortillas filled with grilled marinated steak, chicken or pork, shredded lettuce, cheese and salsa. served with rice and beans."
24379,Good Time Charley's,Myrtle Beach,"mediterranean seared mahi with fresh guacamole and crispy onion straws, served with homemade tomatilla salsa"
24386,Watson's Veggie Garden,Visalia,"organic sprouted whole wheat tortilla, fat free refried organic black beans, spanish rice, onion, tomatoes, jack cheese, sour cream and salsa with sprouts and side of chips"
24387,Watson's Veggie Garden,Visalia,"organic sprouted whole wheat tortilla, fat free refried organic black beans, cheese, sour cream and salsa"
24412,Sarducci's Capistrano Depot,San Juan Capistrano,"lightly blackened pacific red snapper in two fresh corn tortillas with lettuce, cabbage, salsa and mexican tarter sauce"
24417,Agave Del Mar,Del Mar,"natural grass fed beef, thinly sliced, served with quacamole, black beans, and chiles toreados, and fresh corn tortillas."
24418,Agave Del Mar,Del Mar,"carne asada tacos with onions and cilantro served with black beans, poblano chili strips, and guacamole."
24422,Taco Rosa,Irvine,"our grilled burrito stuffed with pork shoulder and pork belly carnitas, mexican rice, pico de gallo, and our blend of cheeses, grilled chimi-style and topped with our chile negro sauce, onion, and cilantro. served with pork belly beans."
24424,Taco Rosa,Irvine,"5 lbs. of meat - approximately 30 tacos includes 1 quart of salsa of your choice, 1 pint of limes, 1 pint of cilantro and onion mixture, and 5 dozen tortillas of your choice"
24433,Meson OlÃ©!,Greenport,"a tortilla folded and fried until crisp, then stuffed with meat, chicken or cheese. lettuce, chopped onion and spicy sauce complete this famous dish"
24436,Boca Grande Taqueria,Cambridge,"fresh corn tortilla lightly grilled and filled with mexican grilled pork marinated in special chile sauce with cilantro, onion, and avocado sauce. 3 per order."
24439,Rocking Horse Cafe,New York,"bowl of soup or mixed green salad withchoice of free range chicken breast, hanger steak or grilled vegetable burrito"
24469,Liberty Union Bar and Grill,Chester Springs,"tangy bbq pulled pork, cheddar cheese, tropical fruit salsa, pickled red onion, cilantro lime sour cream"
24490,Taco Grill Salsa Bar,Westmont,"nacho cheese in a flour tortilla with al pastor meat. served with sour cream, pico de gallo and guacamole."
24492,Taco Grill Salsa Bar,Westmont,"pork marinated on pineapple, lime, orange juice and spices. slowly cooked with a whole pineapple in a vertical boiler. served on corn tortillas with cilantro and onions."
24493,Taco Grill Salsa Bar,Westmont,"pork marinated with salt, pepper, garlic, orange juice and lime juice. fried till tender and served on corn tortillas with cilantro and onions."
24494,Taco Grill Salsa Bar,Westmont,"beef tongue broiled with salt, pepper, spices and chiles. served on corn tortillas with cilantro and onions."
24504,Miguel's Cantina,Dallas,"2 beef tacos served with shredded lettuce, diced tomatoes, cheddar cheese, mexican rice, and refried beans."
24512,Kc's Sushi Tv Bar & Grill,Gilbert,"lightly battered fried fish with shredded lettuce, diced tomatoes, colby jack cheeses, cilantro and a creamy white sauce. served with spanish rice"
24532,Burgers & Beer,El Centro,"a flour tortilla filled with two scrambled eggs, bacon and beans, topped with ranchero salsa and jack cheese"
24534,Moss Beach Distillery,Moss Beach,"crispy buttermilk battered pollock topped with spicy lime aioli and cabbage, tucked into homemade jalisco style corn tortillas with fresh pico de gallo on the side. flour tortillas available upon request"
24537,Moss Beach Distillery,Moss Beach,crispy full sail amber ale battered pollock topped with spicy cabbage tucked into a homemade jalisco style corn tortilla
24540,Mi Casa Mexican Grill,Appleton,a large flour tortilla stuffed with beef or shredded chicken rice and beans topped with red hot sauce and cheese
24541,Mi Casa Mexican Grill,Appleton,"two flour tortillas wrapped around beans and shredded chicken topped with tomato sauce, lettuce, sour cream, tomato and cheese"
24542,Mi Casa Mexican Grill,Appleton,"fluor tortilla stuffed with your choice of meat topped with tomato sauce, lettuce, tomato, sour cream served with rice and beans. (beef, shredded chicken, pork or bbq pork)"
24544,Mi Casa Mexican Grill,Appleton,flour tortilla stuffed with shredded chicken and rice topped with vegetable creamy sauce and cheese served with rice and beans
24545,Mi Casa Mexican Grill,Appleton,"three soft tacos stuffed with grilled white fish, lettuce, pico de gallo, served with rice, lemon and chipotle ranch"
24546,Mi Casa Mexican Grill,Appleton,"a large flour tortilla stuffed with grilled steak, chicken, beans, rice, topped with cheese sauce. lettuce and sour cream on the side"
24575,Mojo's,Davenport,"two scrambled eggs on a warm wrap with your choice of ham, sausage, or bacon and your choice of cheese swiss, cheddar, or parmesan"
24616,Toppers Pizza,Whitewater,"covered in taco sauce, taco meat, mozzarella, cheddar, tortilla chips, lettuce, tomatoes, black olives and green onions. sour cream and salsa on the side"
24621,Fins & Noodles Italian Seafood,Littleton,"three corn tortillas with spicy red cabbage slaw, topped with a tomato, olive, fresh mozzarella pesto salsa"
24625,El Pollo Loco,Bellflower,"tacos never tasted so good with a fried corn tortilla, shredded chicken verde, shredded lettuce blend and shredded jack cheese"
24626,Hilton Head Diner,Hilton Head Island,"lettuce topped with grilled chicken, chili, pico de gallo, monterey jakc and cheddar cheese and sour cream"
24631,Speakeasy Saloon & Dining House,Baltimore,"scrambled eggs, sausage, tomatoes, spicy jack and cheddar cheeses wrapped in a flour tortilla with breakfast potatoes"
24637,Vintage Wine Bar and Bistro (farmingdale),Farmingdale,"mini crispy shell filled with shrimp, diced tomato, cilantro and avocado, drizzled with avocado ranch dressing"
24638,Jakes Food & Spirits,Denver,"flour tortilla stuffed with potatoes, scrambled eggs, your choice of meat and black beans. topped with melted cheese, pico de gallo, and sour cream"
24641,Thee Office Pub Cookery,Romeo,"a special blend of seasoned beef and refried beans wrapped in a flour tortilla and covered in cheddar jack cheese, lettuce, and tomato. served with spanish rice, nacho chips, salsa and sour cream"
24643,Cinco De Mayo,Antioch,"two soft flour tortillas filled with your choice of ground beef, smoked chicken, bbq chicken, slow-cooked pork, or beans. served with a side of refried beans and rice."
24652,La Dama Nyc,New York,"portobello mushrooms, onions, poblano peppers, brown rice, pico de gallo, lettuce, sour cream and homemade salsa and chips."
24661,El Primo's Mexican Grill & Cantina,Mansfield,"seasoned picadillo beef served with fresh mixed greens and iceberg lettuce, jalapeno ranch dressing topped with sour cream, guacamole, pico de gallo and mixed cheese served in a crispy tortilla shell."
24694,Mr Wrap's,Hoboken,"refried beans, salsa, cheese, sour cream, lettuce and your choice of chicken, beef or pork wrapped in a flour tortilla."
24695,Mr Wrap's,Hoboken,"sbredded lettuce, red onions, fresh ground beef, cbeddar cbeese, sour cream and tamato salsa in a flour tortilla"
24697,57 Brew Pub & Bistro,Greenville,"house smoked beer braised pork and our bistro rice rolled into a flour tortilla. topped with a mild burrito sauce, cheddar jack cheese, lettuce and tomatoes. served with salsa and corn tortilla chips. substitute chicken at no extra charge."
24698,Pepe's Mexican Restaurant & Taqueria,Santa Rosa,"delicious crisp fried rolled tortilla filled with your choice of steak, chicken or cheese and several toppings such as sour cream, cheese, guacamole and mexican salsa."
24702,Paz Taqueria Cantina,Phoenix,"fried shrimp, ancho chile aioli, crispy iceberg lettuce, fresh avocado, frijoles, pico de paz, painted with queso and crema"
24706,Paz Taqueria Cantina,Phoenix,"sauteed squash, sweet potato, zucchini, peppers, onions, mushrooms, rice, beans wrapped in a big flour tortilla"
24709,Skinny Pancake,Burlington,"a local egg, cheddar and our house-made black bean medley rolled up in a scallion crepe, topped with our pico de gallo with a side of chipotle sour cream."
24723,Salty Rim Grill,Saint Petersburg,"scrambled eggs, andouille sausage, cheddar cheese, and pico de gallo wrapped in a flour tortilla then grilled. served with seasoned potatoes"
24739,John Harvard's Brewery and Ale House,Framingham,"scrambled eggs, peppers, onions, and blackened chicken in a flour tortilla topped with cheddar. served with a side of black beans, salsa, sour cream and sliced jalapenos"
24740,Casa Moreno Mexican Grill - Claremont,Claremont,"a large flour tortilla filled with refried beans, rice, cheese and pico de gallo salsa. your choice of grilled chicken, carne asada or carnitas."
24741,Casa Moreno Mexican Grill - Claremont,Claremont,"tender morsels of pork simmered in spicy green chili sauce in large flour tortilla filled with rice and beans, topped with cheese and chile verde sauce."
24742,Casa Moreno Mexican Grill - Claremont,Claremont,"two soft tacos filled with grilled wahoo fish then topped with crisp lettuce, tomatoes, cheese, and a drizzle of chipotle sauce. served with rice and bean."
24746,Casa Moreno Mexican Grill - Claremont,Claremont,"grilled mahi mahi fillet served in a corn tortilla. topped with crisp lettuce, ripe tomatoes, cheese, and chipotle sauce."
24747,Casa Moreno Mexican Grill - Claremont,Claremont,"two soft tacos served with your choice of chicken, beef, or pork, topped with cheese and pico de gallo salsa."
24748,Casa Moreno Mexican Grill - Claremont,Claremont,"your choice of grilled chicken, carne asada, or carnitas in large flour tortilla along with beans, rice, cheese, and pico de gallo salsa."
24750,Casa Moreno Mexican Grill - Claremont,Claremont,"whole bean, rice, grilled peppers, and onions, cheese, tomatoes, and guacamole wrapped in a large flour tortilla."
24752,Red Embers Bar & Grill at Uptown Alley,Surprise,"a large flour tortilla stuffed with marinated steak or chicken, jack and cheddar cheeses, guacamole and pico de gallo. served with nuevo beans and cilantro lime rice."
24761,Mexico Restaurant & Bar,Atlantic City,"flour tortilla filled with your choice of chicken or beef, melted cheese and refried beans. accompanied with a side of sour cream, guacamole, rice and a fresh salad."
24762,Mexico Restaurant & Bar,Atlantic City,"enchilada is a corn tortilla filled with chicken, dipped in mole sauce and topped with sour cream, cheese and onions. taco is a warm, tortillas"
24764,Rattle N Hum West,New York,"two grade a eggs scrambled with onions, peppers, bacon, potatoes and shredded cheese stuffed into a warm flour tortilla."
24783,Wy'east Dining,Government Camp,"pulled pork stewed in a green chili sauce with scrambled eggs, cheddar and jack cheeses and wrapped in a griddled burrito shell with sour cream, green onions and diced red peppers."
24800,Frida's,Anacortes,"our biggest flour tortilla with your choice of steak or chicken with bell peppers and onion. served with avocado, lettuce, cream and pico de gallo."
24807,Picasso CafÃ©,Oklahoma City,"scrambled eggs, bacon, chorizo, pico de gallo, cheese, southwest potatoes, cilantro, and creme fraiche with flour tortilla"
24809,Los Chiludos,Canonsburg,"cod fish served on corn tortilla, topped with red cabbage mango salsa and chipotle dijon sauce with rice and pinto beans"
24810,Los Chiludos,Canonsburg,"grilled chicken or steak, grilled peppers onions cheese, rice ranchero salsa and a spicy crema salsa stuffed in a flour"
24813,Los Chiludos,Canonsburg,"choose ground bee, chicken or veggie stuffed with rice, pinto beans sour cream and cheese smothered in red or green salsa"
24814,Los Chiludos,Canonsburg,"grilled chiken or beef, pinto beans, shredded lettuce and cheese served in a crisp tortilla bowl topped with pico de gallo and sour cream"
24817,Bridgewater Grill @ The Golden Hotel,Golden,"scrambled eggs, cheese, chorizo, onions, green chilies in a flour tortilla, served with pinto beans, breakfast potatoes"
24824,The Edge Bar & Grill,Chicago,"chicken or beef burrito, wrapped in a giant flour tortilla with homemade refried beans, melted cheddar cheese and sour cream. served with spanish rice, lettuce, tomato and hot sauce"
24828,The Edge Bar & Grill,Chicago,"three soft shell tacos stuffed with chicken or seasoned ground beef, lettuce, tomato and american cheese. served with refried beans and spanish rice"
24839,Russell's,Pasadena,"three eggs scrambled topped with bacon, sausage and melted cheddar cheese and wrapped in a large flour tortilla, served with hash browns."
24840,Russell's,Pasadena,"three eggs scrambled topped with bacon, sausage, avocado, sour cream, and melted cheddar cheese, wrapped in a large flour tortilla, served with hash browns."
24841,Russell's,Pasadena,"three eggs scrambled with broccoli, zucchini, onions, green bell peppers, spinach, tomatoes avocado, sour cream, and melted cheddar cheese, wrapped in a large flour tortilla, served with hash browns."
24856,O'Toole's Pub & Restaurant,Lakewood,"choice of pub taco, greens, roasted corn, cheddar cheese, rice, tomato, onions, cilantro and chipotle ranch on top"
24861,Pacific Rim Bistro,Atlanta,"grilled or flaky panko crusted basa, spicy szechuan sauce guacamole, pico de gallo and asian cole slaw served with a side of tortilla"
24879,29th Street Cafe,Los Angeles,"grilled bell peppers, grilled onions, black beans, cheese and spanish rice topped with ranchero sauce, guacamole and sour cream"
24882,AlizÃ©e,Baltimore,"scrambled eggs with onions, pepper and your choice of sausage, bacon, chorizo or ham, served with sour cream and salsa"
24885,El Callejon,Encinitas,"rotisserie pork (pastor) , rotisserie chicken, chicken, carnitas, carne asada . served alone with onion and cilantro"
24888,El Callejon,Encinitas,"carne asada, pollo adobado, pollo con mole, rajas, carnitas or pollo. includes two corn tortillas, served with rice, beans."
24892,Jay Jay's Bistro,Troy,"2 eggs with your choice of bacon, ham or sausage with your choice of cheese and 2 veggies wrapped in a tortilla"
24896,Elway's Cherry Creek,Denver,"prime tenderloin, hash-brown potatoes, house made pork green chili, house made pork sausage gravy, scrambled eggs"
24922,Las Anitas,Los Angeles,"this soy has hamburger texture and is very tasty in these crisp tacos. you will never miss the beef. served with mexican rice and salad.includes cheese, avocado, and crema mexicana."
24931,The Vierling Restaurant & Marquette Harbor Brewery,Marquette,"seasoned chicken, green peppers, tomato, red onion and black olives on a bed of tostada chips and greens served with salsa and sour cream"
24935,Mr. Taco's Que Pasa,West Warwick,"a large tortilla rolled around tasty chunks of beef, smothered with chili colorado and enchilada sauce. served with refried beans"
24936,Mr. Taco's Que Pasa,West Warwick,"a large 6 ounce burger served on a bulky roll with lettuce, tomato and onion (optional) , and your choice of onion rings or french fries."
24938,Mr. Taco's Que Pasa,West Warwick,"a great combination of lettuce, tomato and cheese, topped with your choice of refried beans, beef, diced chicken or chili and dressed with our special tostada sauce and sour cream. served on an eat-it-all shell, a meal in itself."
24963,Berkley Coney Island,Berkley,"spiced ground beef topped with chili, onion lettuce, shredded cheese, diced tomatoes and a tasty taco sauce all packed in a warm coney bun"
24964,Paragon Restaurant & Bar,Seattle,"warm flour tortilla stuffed with scrambled eggs, scallions, cheddar cheese, and your choice of sausage, bacon or country ham and home fries (veggie option available)"
24967,Casanova Restaurant,Carmel,"tortilla stuffed with scrambled eggs, tomatoes, bell peppers, refried beans, salsa, onions, sour cream, guacamole and jack cheese."
24994,Habanero's Fresh Mex,Las Cruces,"two tacos topped with chipotle sauce, cabbage, salsa, cheese and pico de gallo, served with rice and beans"
25000,Habanero's Fresh Mex,Las Cruces,"two tacos topped with chipotle sauce, lettuce, salsa, cheese and pico de gallo, served with rice and beans"
25009,Habanero's Fresh Mex,Las Cruces,"made with two grilled tortillas and fresh vegetables, lettuce, salsa and cheese served with rice and whole beans"
25038,Chelsea Tavern,Wilmington,"(self serve, no attendant fee) grilled chicken, ground beef, black beans, pico de gallo, shredded lettuce"
25044,Postern Grille,Framingham,"fresh haddock lightly dusted and fried crispy, on a grilled corn and flour tortilla, with cole slaw and diced tomato, glazed with honey chipotle"
25069,Bluewater Grill,Newport Beach,"choice of blackened mahi mahi, crispy fried cod or shrimp. served on flour or corn tortillas, with avocado, shredded cabbage, tomato, tomatillo salsa and cojita cheese"
25097,Out Take Bistro,Studio City,"two rolled flour tortillas stuffed with black beans, monterey jack cheese, scrambled eggs, and scallions, topped with homemade salsa and more cheese."
25129,Mizado Cocina,New Orleans,"great for sharing. 8 tacos. four grilled maine lobster tails 4 to 5 oz. each. guacamole, fresh corn tortillas, baja cabbage. salsa trio."
25134,Mikey B's,New Bedford,"vegetables or chicken or spicy beef or steak with spanish rice, black beans, refried beans, tomato, cheese, onion and sour cream wrapped in a flour tortilla. served with rice and beans"
25154,Erin's Snug Irish Pub,Madison,"grilled chicken breast, lettuce, shredded cheddar cheese, corn, diced tomatoes, black bean salsa. served warm with sour cream"
25167,Casa Teresa,San Jose,"farm raised catfish seasoned, lightly floured and pan fried. garnished with pico de gallo, green and red cabbage and topped with chipotle mayonnaise sauce."
25171,Ciccio / Water,Tampa,"saffron sticky rice, spicy tuna, red onion, diced tomatoes, chopped cabbage mix, roasted corn, cilantro, scallions and basil tossed in a spicy jalapeno lime aioli served with a side of asian guacamole and wonton chips"
25174,Caballo Blanco,Sacramento,"giant flour tortillas filled with rice  beans and choice of (chicken, beef or carnitas) . served with salad, sour cream and guacamole"
25184,Athenian Shish Kebob,Saint Clair Shores,"loose hamburger, topped with chili, chopped onions, shredded lettuce, american cheese, diced tomatoes and taco sauce, packed in a warm pita bread"
25192,Casa Perico,Oklahoma City,"de pollo (chicken) , de carne (beef) ground or shredded. a soft flour tortilla filled with chicken or beef, with your choice of sauce and your choice of two sides"
25193,Casa Perico,Oklahoma City,"build your own taco. beef or chicken fajita meat with grilled mushrooms, onions, tomatoes, squash and bell peppers covered with monterey jack and cheddar cheese. served with soft corn tortillas"
25194,Casa Perico,Oklahoma City,"three soft corn tortillas with beef and beans or chicken and rice folded then lightly toasted. served with cheese, lettuce and tomato and special sauce"
25195,Casa Perico,Oklahoma City,"three soft, crispy or puffy tacos filled with your choice of beef or chicken, shredded lettuce, tomato and cheese"
25196,Casa Perico,Oklahoma City,"three soft com tortillas filled with chicken or beef fajita meat, cilantro and onions. served with your choice of two sides"
25197,Casa Perico,Oklahoma City,"three soft flour tortillas, filled with shredded beef and melted cheese. served with grilled jalapenos and onions."
25205,El Salvadoreno,Duarte,"mojado con salsa verde o rojo, con letuga, tomate y crema agria smothered in green or red sauce, served with lettuce, tomato and sour cream"
25227,Millies Restaurant and Bakery,Mission Hills,"a unique twist to a mexican favorite. three grilled flatbread tacos filled with grilled marinated chicken, sauteed onions,  red and green bell peppers, monterey jack and cheddar cheeses, sour cream and fresh pico de gallo. served with our crispy french fries and salsa"
